start,end,video,utterance,arousal,valence,EmotionMaxVote,video_id
0.0,16.231716064757162,1f61459b0,utterance_1.mp4,0.468657983622,0.6965706155500001,3,_bg0TrqHcBs
16.565016189290162,21.864488169364886,1f61459b0,utterance_2.mp4,0.686896528144,-0.0596146342628,0,_bg0TrqHcBs
22.164458281444578,29.43040099626401,1f61459b0,utterance_3.mp4,0.373679363448,-0.1067079791299999,1,_bg0TrqHcBs
29.63038107098381,33.09670236612702,1f61459b0,utterance_4.mp4,0.543496937421,-0.0259948647385,0,_bg0TrqHcBs
33.363342465753426,38.26285429638854,1f61459b0,utterance_5.mp4,0.331836433146,0.112043517843,4,_bg0TrqHcBs
38.96278455790785,55.627790784557895,1f61459b0,utterance_6.mp4,0.773610076828,-0.129363137202,0,_bg0TrqHcBs
56.2277310087173,61.66052303860522,1f61459b0,utterance_7.mp4,0.8036873998090001,-0.242422755139,2,_bg0TrqHcBs
62.06048318804483,63.96029389788293,1f61459b0,utterance_8.mp4,0.631469499037,-0.0885037529346,0,_bg0TrqHcBs
64.16027397260274,78.8588094645081,1f61459b0,utterance_9.mp4,0.745946791767,-0.15324011998,2,_bg0TrqHcBs
79.55873972602737,83.19171108343708,1f61459b0,utterance_10.mp4,0.8383010290459999,-0.245898799206,0,_bg0TrqHcBs
83.52501120797011,84.75822166874222,1f61459b0,utterance_11.mp4,0.739452043619,-0.0841698127073999,0,_bg0TrqHcBs
84.92487173100871,87.39129265255293,1f61459b0,utterance_12.mp4,0.677710659182,0.0287402571058,4,_bg0TrqHcBs
87.72459277708593,92.92407471980074,1f61459b0,utterance_13.mp4,0.540005186437,-0.179569905821,4,_bg0TrqHcBs
93.09072478206726,104.32293897882938,1f61459b0,utterance_14.mp4,0.549332681532,-0.281824288676,0,_bg0TrqHcBs
31.732612448886872,39.49910268059973,a1b44e5f3,utterance_10.mp4,0.653701568838,-0.602524615238,0,XPXSWf1h0h4
55.53207178555203,61.09861199454792,a1b44e5f3,utterance_14.mp4,0.587999870164,-0.541147245292,1,XPXSWf1h0h4
64.86519309404815,70.33173557473876,a1b44e5f3,utterance_16.mp4,0.7665184326569999,-0.6271402289600001,0,XPXSWf1h0h4
82.13146751476602,83.46477055883689,a1b44e5f3,utterance_19.mp4,0.3554238412479999,0.380604658488,3,XPXSWf1h0h4
85.16473194002725,88.03133348477964,a1b44e5f3,utterance_21.mp4,0.543050346646,0.386876100609,3,XPXSWf1h0h4
88.19799636528849,91.96457746478872,a1b44e5f3,utterance_22.mp4,0.312368804236,0.0167059442897999,0,XPXSWf1h0h4
93.56454111767378,101.29769877328484,a1b44e5f3,utterance_23.mp4,0.764946435545,0.193151011677,0,XPXSWf1h0h4
112.69743980009086,113.69741708314402,a1b44e5f3,utterance_29.mp4,0.421741363948,0.199441173486,4,XPXSWf1h0h4
114.09740799636528,114.63072921399365,a1b44e5f3,utterance_30.mp4,0.412004903165,0.240332357199,4,XPXSWf1h0h4
117.13067242162651,120.66392548841436,a1b44e5f3,utterance_32.mp4,0.709827023585,0.792284362691,3,XPXSWf1h0h4
122.4972171740118,125.49714902317127,a1b44e5f3,utterance_33.mp4,0.8233468745720001,-0.204116869229,0,XPXSWf1h0h4
1.1678267842822774,3.0863993584603047,a7c5bc08c,utterance_1.mp4,0.16234824268,-0.421798179078,4,pZSp0HSzGqQ
4.0873937449879705,8.46674418604651,a7c5bc08c,utterance_2.mp4,0.367024011615,-0.239890674882,0,pZSp0HSzGqQ
8.758700882117079,11.92851643945469,a7c5bc08c,utterance_3.mp4,0.526742709512,-0.521783431124,0,pZSp0HSzGqQ
12.554137931034482,13.88879711307137,a7c5bc08c,utterance_4.mp4,0.1382519866,-0.0504343756114,0,pZSp0HSzGqQ
14.889791499599037,16.850072173215715,a7c5bc08c,utterance_5.mp4,0.3583461319229999,0.0998461805318,0,pZSp0HSzGqQ
17.517401764234158,25.85902165196472,a7c5bc08c,utterance_6.mp4,0.668330103444,-0.454422566188,0,pZSp0HSzGqQ
26.568059342421808,30.98911788291901,a7c5bc08c,utterance_7.mp4,0.672613519717,-0.6092031208950001,0,pZSp0HSzGqQ
33.57502004811548,37.37045709703288,a7c5bc08c,utterance_9.mp4,0.799449325083,-0.1786162916649999,0,pZSp0HSzGqQ
0.0,94.7895213593,d1dae148e,utterance_1.mp4,0.298989150202,-0.0951960655939,5,TKVg43IZfQc
95.0564401101,136.595670695,d1dae148e,utterance_2.mp4,0.284813788905,-0.2642073079349999,5,TKVg43IZfQc
136.86258944600002,140.032249611,d1dae148e,utterance_3.mp4,0.196630184344,-0.497718425884,5,TKVg43IZfQc
139.898790236,141.700491803,d1dae148e,utterance_4.mp4,0.230103197716,-0.6372066048889999,5,TKVg43IZfQc
142.234329305,146.70521838,d1dae148e,utterance_5.mp4,0.258168270989,-0.4764100854300001,5,TKVg43IZfQc
147.372515257,159.584048103,d1dae148e,utterance_6.mp4,0.301430215845,-0.566858477581,5,TKVg43IZfQc
160.217980136,161.852857485,d1dae148e,utterance_7.mp4,0.473675694939,-0.340179155396,4,TKVg43IZfQc
162.553519205,169.026298911,d1dae148e,utterance_8.mp4,0.3547910693419999,-0.307150477726,2,TKVg43IZfQc
169.56013641299998,171.061554386,d1dae148e,utterance_9.mp4,0.38130398568,-0.0608025143284,4,TKVg43IZfQc
171.428567668,213.368176379,d1dae148e,utterance_10.mp4,0.457756663864,0.0360537944233,3,TKVg43IZfQc
0.0,0.9050576004495644,ddf3a516c,utterance_1.mp4,0.374910921099,-0.494784422001,1,jB9EVQ9TkN0
1.642511941556617,2.681652149480191,ddf3a516c,utterance_2.mp4,0.270212563983,-0.4352841318289999,1,jB9EVQ9TkN0
3.285023883113234,14.112194436639507,ddf3a516c,utterance_3.mp4,0.5959753391100001,-0.730532959764,0,jB9EVQ9TkN0
14.782607474009552,16.8273672379882,ddf3a516c,utterance_4.mp4,0.363499386207,-0.5422519659089999,1,jB9EVQ9TkN0
17.36369766788424,29.93394211857263,ddf3a516c,utterance_5.mp4,0.39213541838,-0.383403188283,0,jB9EVQ9TkN0
30.03450407417814,31.17420623770722,ddf3a516c,utterance_6.mp4,0.527472617663,0.191300445181,3,jB9EVQ9TkN0
31.44237145265524,41.02927788704692,ddf3a516c,utterance_7.mp4,0.468367980973,-0.525562990134,0,jB9EVQ9TkN0
41.76673222815397,43.07403765102557,ddf3a516c,utterance_8.mp4,0.376535811773,-0.368876146037,0,jB9EVQ9TkN0
44.347822422028656,47.49876369766788,ddf3a516c,utterance_9.mp4,0.543059733429,-0.459144403022,0,jB9EVQ9TkN0
48.33677999438044,49.54352346164653,ddf3a516c,utterance_10.mp4,0.195687384178,-0.116343455876,4,jB9EVQ9TkN0
